municipality_with_state,municipality_name,state_abbrev,Pineapple* (ha),Acai (ha),Alfalfa (hay) (ha),Tree cotton (seed cotton) (ha),Tree cotton (seed cotton) (ton),Residue tree cotton (seed cotton) (ton),Upland cotton (seed cotton) (ha),Upland cotton (seed cotton) (ton),Residue upland cotton (seed cotton) (ton),Garlic (ha),Peanut (in shell) (ha),Rice (paddy) (ha),Rice (paddy) (ton),Residue rice (paddy) (ton),Oats (grain) (ha),Oats (grain) (ton),Residue oats (grain) (ton),Olive (ha),Banana (bunch) (ha),Sweet potato (ha),Potato (ha),Rubber (coagulated latex) (ha),Rubber (liquid latex) (ha),Cocoa (bean) (ha),Coffee (green) total (ha),Coffee (green) total (ton),Residue coffee (green) total (ton),"Coffee (Arabica, green) (ha)","Coffee (Arabica, green) (ton)","Residue coffee (Arabica, green) (ton)","Coffee (Canephora/Robusta, green) (ha)","Coffee (Canephora/Robusta, green) (ton)","Residue coffee (Canephora/Robusta, green) (ton)",Cashew (fruit) (ha),Sugarcane (ha),Forage cane (ha),Persimmon (ha),Cashew nut (ha),Onion (ha),Rye (grain) (ha),Rye (grain) (ton),Barley (grain) (ha),Barley (grain) (ton),Residue barley (grain) (ton),Tea (green leaf) (ha),Coconut (baía)* (ha),Oil palm (bunch) (ha),Yerba mate (green leaf) (ha),Pea (grain) (ha),Fava bean (grain) (ha),Beans (dry grain) (ha),Fig (ha),Tobacco (leaf) (ha),Sunflower (grain) (ha),Guava (ha),Guarana (seed) (ha),Jute (fiber) (ha),Orange (ha),Lemon (ha),Flax (seed) (ha),Apple (ha),Mallow (fiber) (ha),Papaya (ha),Castor bean (ha),Cassava (ha),Mango (ha),Passion fruit (ha),Quince (ha),Watermelon (ha),Melon (ha),Corn (grain) (ha),Corn (grain) (ton),Residue corn (grain) (ton),Walnut (dried fruit) (ha),Heart of palm (ha),Pear (ha),Peach (ha),Black pepper (ha),Ramie (fiber) (ha),Sisal or agave (fiber) (ha),Soybean (grain) (ha),Soybean (grain) (ton),Residue soybean (grain) (ton),Sorghum (grain) (ha),Tangerine (ha),Tomato (ha),Wheat (grain) (ha),Wheat (grain) (ton),Residue wheat (grain) (ton),Triticale (grain) (ha),Triticale (grain) (ton),Residue triticale (grain) (ton),Tung (dry fruit) (ha),Annatto (seed) (ha),Grapes (ha)
Santa Cruz de Monte Castelo (PR),Santa Cruz de Monte Castelo,PR,,,,,0.0,0.0,65.0,285.0543018,174.5957599,,,1711.0,11869.02251,5399.811792,,0.0,0.0,,2.0,,,6.0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,1412.0,,,,4.0,,5300.0,31339.15102,17942.83095,,,,,,,,6500.0,22264.56665,15076.86008,145.0,,,,0.0,0.0,,0.0,0.0,,,1.0
Santa Fé (PR),Santa Fé,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,5.0,1.0,,,,,14.0,26.0316,4.685688,14.0,26.0316,4.685688,,0.0,0.0,,3410.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,100.0,1.0,,,,,,305.0,,,,1.0,,6800.0,40208.72206,23020.99066,,,,,,,,9000.0,30827.86152,20875.65242,75.0,6.0,3.0,145.0,336.569153,558.704794,,0.0,0.0,,,
Santa Helena (PR),Santa Helena,PR,12.0,,,,0.0,0.0,,0.0,0.0,,,10.0,69.36892176,31.55939095,100.0,171.578117,199.0306158,,2.0,4.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,20.0,,,,,,0.0,,0.0,0.0,,,,,,,10.0,,72.0,,,,,,,,,,,,100.0,,,,5.0,,26080.0,154212.2752,88292.27004,,,,,,,,27895.0,95549.24411,64702.92491,,,2.0,750.0,1740.874929,2889.852383,,0.0,0.0,,,7.0
Santa Inês (PR),Santa Inês,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,1.0,1.8594,0.334692,1.0,1.8594,0.334692,,0.0,0.0,,4719.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,92.0,,,,,,,,,,,,,,60.0,,,,,,682.0,4032.6983,2308.869945,,,,,,,,800.0,2740.254357,1855.613548,15.0,,,,0.0,0.0,,0.0,0.0,,,
Santa Isabel do Ivaí (PR),Santa Isabel do Ivaí,PR,30.0,,,,0.0,0.0,,0.0,0.0,,,2622.0,18188.53129,8274.872308,,0.0,0.0,,1.0,6.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,536.0,,,,,,0.0,,0.0,0.0,,,,,,,56.0,,,,,,,24.0,,,,,,,1310.0,,,,12.0,2.0,4250.0,25130.45129,14388.11916,,,,,,,,5850.0,20038.10999,13569.17407,,,,,0.0,0.0,,0.0,0.0,,,
Santa Izabel do Oeste (PR),Santa Izabel do Oeste,PR,,,,,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,6.936892176,3.155939095,350.0,600.5234097,696.6071552,,4.0,15.0,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.0,,1.0,,1.0,,0.0,,0.0,0.0,,,,18.0,,,4540.0,,60.0,,,,,9.0,1.0,,,,,,130.0,,,,35.0,10.0,1850.0,10939.13762,6263.063634,,,1.0,2.0,,,,17150.0,58744.20278,39779.71544,,7.0,1.0,7000.0,16248.16601,26971.95557,,0.0,0.0,,,13.0
Santa Lúcia (PR),Santa Lúcia,PR,,,,,0.0,0.0,,0.0,0.0,1.0,7.0,5.0,34.68446088,15.77969548,,0.0,0.0,,8.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.0,,1.0,,,,0.0,,0.0,0.0,,,,,,,400.0,1.0,,,2.0,,,4.0,3.0,,1.0,,,,30.0,4.0,1.0,,5.0,,3450.0,20400.0134,11679.76732,1.0,,,1.0,,,,4203.0,14396.61133,9748.929678,,5.0,1.0,910.0,2112.261581,3506.354224,,0.0,0.0,,,10.0
Santa Maria do Oeste (PR),Santa Maria do Oeste,PR,,,,,0.0,0.0,,0.0,0.0,,2.0,5.0,34.68446088,15.77969548,230.0,394.6296692,457.7704163,,4.0,12.0,135.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,1.0,,0.0,,0.0,0.0,,,,1000.0,,,3350.0,,2.0,,,,,11.0,3.0,,,,,,100.0,,6.0,,,,1900.0,11234.78999,6432.335624,,,2.0,1.0,,,,21700.0,74329.39944,50333.51749,,3.0,60.0,4000.0,9284.66629,15412.54604,280.0,670.9749847,556.9092373,,,1.0
Santa Mariana (PR),Santa Mariana,PR,,,,,0.0,0.0,,0.0,0.0,,,20.0,138.7378435,63.11878191,50.0,85.78905852,99.51530789,,1.0,,,,,,326.0,606.1644,109.109592,326.0,606.1644,109.109592,,0.0,0.0,,2291.0,,,,,,0.0,,0.0,0.0,,,,,,,10.0,,,,1.0,,,294.0,,,,,,,4.0,,1.0,,,,22068.0,130489.1292,74709.88556,,,,,,,,30305.0,103804.2604,70292.96072,,2.0,2.0,1629.0,3781.180347,6276.759375,,0.0,0.0,,,
Santa Mônica (PR),Santa Mônica,PR,36.0,,,,0.0,0.0,,0.0,0.0,,,2250.0,15608.0074,7100.862965,,0.0,0.0,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3335.0,,,,,,0.0,,0.0,0.0,,,,,,,1.0,,,,,,,2.0,,,,,,,870.0,,,,,,3640.0,21523.4924,12323.00088,,,,,,,,4100.0,14043.80358,9510.019434,,,,,0.0,0.0,,0.0,0.0,,,
Santana do Itararé (PR),Santana do Itararé,PR,5.0,,,,0.0,0.0,,0.0,0.0,,3.0,5.0,34.68446088,15.77969548,450.0,772.1015267,895.637771,,65.0,,,,,,1.0,1.8594,0.334692,1.0,1.8594,0.334692,,0.0,0.0,,58.0,,48.0,,4.0,,0.0,,0.0,0.0,,,,,,,640.0,,,,,,,5.0,,,,,,,180.0,2.0,5.0,,,,4300.0,25426.10365,14557.39115,,,,,,,,11050.0,37849.76331,25630.66213,,5.0,16.0,4800.0,11141.59955,18495.05525,,0.0,0.0,,,
Santa Tereza do Oeste (PR),Santa Tereza do Oeste,PR,,,,,0.0,0.0,,0.0,0.0,,2.0,22.0,152.6116279,69.4306601,50.0,85.78905852,99.51530789,,12.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.0,,2.0,,1.0,,0.0,,0.0,0.0,,,,15.0,,,100.0,1.0,,,2.0,,,9.0,2.0,,1.0,,,,12.0,3.0,,,3.0,,13600.0,80417.44411,46041.98131,,,,4.0,,,,18850.0,64567.24329,43722.89423,,8.0,1.0,3750.0,8704.374647,14449.26191,,0.0,0.0,,,16.0
Santa Terezinha de Itaipu (PR),Santa Terezinha de Itaipu,PR,,,,,0.0,0.0,,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,13.0,6.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,30.0,,,,,,0.0,,0.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,225.0,,,,7.0,1.0,15610.0,92302.66931,52846.71531,,,,,,,,15900.0,54462.55535,36880.31927,,,2.0,350.0,812.4083004,1348.597779,,0.0,0.0,,,3.0
Santo Antônio da Platina (PR),Santo Antônio da Platina,PR,1.0,,,,0.0,0.0,,0.0,0.0,2.0,3.0,4.0,27.7475687,12.62375638,200.0,343.1562341,398.0612316,,5.0,6.0,,,,,730.0,1357.362,244.32516,730.0,1357.362,244.32516,,0.0,0.0,,2866.0,,,,4.0,,0.0,,0.0,0.0,,,,,,,408.0,,,,,,,8.0,2.0,,,,,,60.0,3.0,4.0,,18.0,23.0,6130.0,36246.98033,20752.74599,,,,,,,,14800.0,50694.70561,34328.85064,,,17.0,9800.0,22747.43241,37760.7378,,0.0,0.0,,,2.0
Santo Antônio do Caiuá (PR),Santo Antônio do Caiuá,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1558.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1375.0,,,,,,15.0,88.69571042,50.78159703,,,,,,,,72.0,246.6228921,167.0052193,263.0,,,,0.0,0.0,,0.0,0.0,,,
Santo Antônio do Paraíso (PR),Santo Antônio do Paraíso,PR,,,,,0.0,0.0,,0.0,0.0,,,8.0,55.49513741,25.24751276,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,6.0,,,,20.0,,,36.0,,,,,,,3.0,7.0,,,,,1464.0,8656.701337,4956.283871,,,,30.0,,,,8505.0,29132.32913,19727.49153,,,14.0,4504.0,10454.53424,17354.52684,,0.0,0.0,,,
Santo Antônio do Sudoeste (PR),Santo Antônio do Sudoeste,PR,,,,,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,6.936892176,3.155939095,300.0,514.7343511,597.0918473,,9.0,,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,20.0,,1.0,,1.0,,0.0,,0.0,0.0,,,,10.0,,,800.0,1.0,27.0,,,,,13.0,3.0,,,,,,40.0,,,,25.0,5.0,1400.0,8278.266306,4739.615723,,,1.0,2.0,,,,13550.0,46413.05817,31429.45447,,4.0,2.0,5500.0,12766.41615,21192.25081,,0.0,0.0,,,18.0
Santo Inácio (PR),Santo Inácio,PR,1.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,200.0,343.1562341,398.0612316,,,,,,,,3.0,5.5782,1.004076,3.0,5.5782,1.004076,,0.0,0.0,,9190.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,706.0,4174.611437,2390.1205,,,,,,,,4150.0,14215.06948,9625.995281,100.0,,,,0.0,0.0,,0.0,0.0,,,
São Carlos do Ivaí (PR),São Carlos do Ivaí,PR,1.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,8.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,7133.0,,,,,,0.0,,0.0,0.0,,,,,,,83.0,,,,,,,239.0,,,,,,,110.0,,,,1.0,,4000.0,23652.18945,13541.75921,,,,,,,,5500.0,18839.24871,12757.34314,100.0,,,60.0,139.2699944,231.1881906,,0.0,0.0,,,
São Jerônimo da Serra (PR),São Jerônimo da Serra,PR,,,,,0.0,0.0,,0.0,0.0,,,6.0,41.62135306,18.93563457,80.0,137.2624936,159.2244926,,31.0,,,,,,778.0,1446.6132,260.390376,778.0,1446.6132,260.390376,,0.0,0.0,,48.0,,10.0,,,,0.0,,0.0,0.0,,,,,,,34.0,,,,,,,85.0,,,,,2.0,,76.0,2.0,3.0,,,,510.0,3015.654154,1726.574299,,,,10.0,,,,19845.0,67975.43465,46030.81358,20.0,,72.0,15573.0,36147.52703,60004.89488,,0.0,0.0,,,6.0
São João (PR),São João,PR,,,,,0.0,0.0,,0.0,0.0,1.0,2.0,,0.0,0.0,500.0,857.8905852,995.1530789,,,5.0,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,25.0,,1.0,,2.0,,0.0,,0.0,0.0,,,,11.0,,,7200.0,,,,,,,3.0,1.0,,,,,,50.0,,,,12.0,1.0,1700.0,10052.18051,5755.247664,3.0,,,2.0,,,,23820.0,81591.07348,55250.8934,,1.0,2.0,14000.0,32496.33202,53943.91115,20.0,47.92678462,39.77923124,,,18.0
São João do Caiuá (PR),São João do Caiuá,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,1.0,1.8594,0.334692,1.0,1.8594,0.334692,,0.0,0.0,,2512.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,684.0,,,,,,,1628.0,,,,1.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,
São João do Ivaí (PR),São João do Ivaí,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,1.0,,,,,,10.0,18.594,3.34692,10.0,18.594,3.34692,,0.0,0.0,,600.0,,,,,,0.0,,0.0,0.0,,,,,,,45.0,,,,,,,,,,,,,,10.0,,,,,,16000.0,94608.75778,54167.03684,,,,,,,,19700.0,67478.76354,45694.48362,,,2.0,3900.0,9052.549633,15027.23239,,0.0,0.0,,,
São João do Triunfo (PR),São João do Triunfo,PR,,,,,0.0,0.0,,0.0,0.0,3.0,,1.0,6.936892176,3.155939095,180.0,308.8406107,358.2551084,,,4.0,130.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,12.0,10.0,16.22909507,303.0,861.8904918,664.5175692,,,,750.0,,,2450.0,,10300.0,,,,,,,,,,,,24.0,,,,7.0,,1550.0,9165.22341,5247.431694,,,,,,,,11720.0,40144.72633,27184.73848,,,2.0,450.0,1044.524958,1733.91143,20.0,47.92678462,39.77923124,,,16.0
São Jorge d'Oeste (PR),São Jorge d'Oeste,PR,,,,,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,6.936892176,3.155939095,10.0,17.1578117,19.90306158,,6.0,14.0,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,25.0,,2.0,,1.0,,0.0,,0.0,0.0,,,,2.0,,,5700.0,1.0,50.0,,,,,6.0,1.0,,,,,,30.0,,,,8.0,1.0,1500.0,8869.571042,5078.159703,1.0,,1.0,2.0,,,,10950.0,37507.23151,25398.71044,,4.0,2.0,6000.0,13926.99944,23118.81906,,0.0,0.0,,,10.0
São Jorge do Ivaí (PR),São Jorge do Ivaí,PR,,,,,0.0,0.0,,0.0,0.0,,5.0,,0.0,0.0,,0.0,0.0,,2.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,368.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,94.0,,,,,,,47.0,,,,,,26438.0,156329.1461,89504.25749,,,,,,,,26623.0,91192.23969,61752.49936,,,,,0.0,0.0,,0.0,0.0,,,
São Jorge do Patrocínio (PR),São Jorge do Patrocínio,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,8.0,,,,,,219.0,407.2086,73.297548,219.0,407.2086,73.297548,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,15.0,,,,,,,,,,,,64.0,74.0,,,,,,1590.0,2.0,2.0,,2.0,1.0,,0.0,0.0,,,,,,,,300.0,1027.595384,695.8550805,,6.0,,,0.0,0.0,,0.0,0.0,,,
São José da Boa Vista (PR),São José da Boa Vista,PR,3.0,,,,0.0,0.0,,0.0,0.0,,,5.0,34.68446088,15.77969548,400.0,686.3124682,796.1224631,,26.0,,,,,,3.0,5.5782,1.004076,3.0,5.5782,1.004076,,0.0,0.0,,31.0,,,,6.0,,0.0,359.0,1021.183784,787.3326975,,,,,,,720.0,,,,2.0,,,40.0,4.0,,,,1.0,,150.0,3.0,10.0,,12.0,1.0,4100.0,24243.49418,13880.30319,,,,2.0,,,,16600.0,56860.27791,38503.98112,,2.0,25.0,6500.0,15087.58272,25045.38732,,0.0,0.0,,,6.0
São José das Palmeiras (PR),São José das Palmeiras,PR,4.0,,,,0.0,0.0,,0.0,0.0,2.0,3.0,,0.0,0.0,10.0,17.1578117,19.90306158,,3.0,3.0,,,,,5.0,9.297,1.67346,5.0,9.297,1.67346,,0.0,0.0,,20.0,,,,,,0.0,,0.0,0.0,,,,,,,2.0,,3.0,,,,,,,,,,,,300.0,5.0,,,5.0,,2690.0,15906.0974,9106.833068,12.0,,,,,,,2930.0,10036.18158,6796.18462,,4.0,,100.0,232.1166573,385.313651,,0.0,0.0,,,5.0
São José dos Pinhais (PR),São José dos Pinhais,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,240.0,610.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,5.0,,0.0,180.0,512.0141536,394.7629124,,,,9.0,1.0,,557.0,,,,,,,,,,,,,,40.0,,,,,,1000.0,5913.047361,3385.439802,,,,6.0,,,,3700.0,12673.6764,8582.21266,,,20.0,225.0,522.2624788,866.9557148,,0.0,0.0,,,25.0
São Manoel do Paraná (PR),São Manoel do Paraná,PR,1.0,,,,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,,1.0,,,,,,5.0,9.297,1.67346,5.0,9.297,1.67346,,0.0,0.0,,3532.0,,,,,,0.0,,0.0,0.0,,2.0,,,,,2.0,,,,,,,,1.0,,,,,,125.0,1.0,,,,,1700.0,10052.18051,5755.247664,,,,,,,,2050.0,7021.90179,4755.009717,,,,,0.0,0.0,,0.0,0.0,,,
São Mateus do Sul (PR),São Mateus do Sul,PR,,,,,0.0,0.0,,0.0,0.0,1.0,2.0,35.0,242.7912262,110.4578683,,0.0,0.0,,,40.0,2000.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,8.0,,3.0,,30.0,,0.0,100.0,284.4523075,219.3127291,,,,7800.0,,,12500.0,1.0,3000.0,,,,,15.0,2.0,,,,,,100.0,,,,80.0,15.0,4000.0,23652.18945,13541.75921,,,2.0,5.0,,,,42000.0,143863.3537,97419.71128,,21.0,1.0,2500.0,5802.916431,9632.841276,,0.0,0.0,,,13.0
São Miguel do Iguaçu (PR),São Miguel do Iguaçu,PR,,,,,0.0,0.0,,0.0,0.0,1.0,2.0,,0.0,0.0,,0.0,0.0,,27.0,12.0,,,,,1.0,1.8594,0.334692,1.0,1.8594,0.334692,,0.0,0.0,,35.0,,,,,,0.0,,0.0,0.0,,,,,,,,1.0,1000.0,,3.0,,,5.0,6.0,,,,,,121.0,4.0,2.0,,15.0,2.0,46480.0,274838.4414,157355.242,,,,,,,,47300.0,162017.5389,109713.151,,,,1000.0,2321.166573,3853.13651,,0.0,0.0,,,8.0
São Pedro do Iguaçu (PR),São Pedro do Iguaçu,PR,1.0,,,,0.0,0.0,,0.0,0.0,2.0,5.0,,0.0,0.0,600.0,1029.468702,1194.183695,,2.0,2.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,75.0,,,,,,0.0,,0.0,0.0,,,,,,,,,35.0,,,,,3.0,1.0,,,,,,50.0,6.0,3.0,,3.0,,8500.0,50260.90257,28776.23832,,,,,,,,14650.0,50180.90791,33980.9231,,,2.0,4000.0,9284.66629,15412.54604,,0.0,0.0,,,6.0
São Pedro do Ivaí (PR),São Pedro do Ivaí,PR,,,,,0.0,0.0,,0.0,0.0,,,18.0,124.8640592,56.80690372,,0.0,0.0,,6.0,5.0,,,,,10.0,18.594,3.34692,10.0,18.594,3.34692,,0.0,0.0,,3400.0,,,,,,0.0,,0.0,0.0,,,,,,,50.0,,,,4.0,,,,,,,,,,20.0,,9.0,,1.0,,13300.0,78643.52991,45026.34937,,,,,,,,16900.0,57887.87329,39199.8362,,,10.0,2600.0,6035.033089,10018.15493,,0.0,0.0,,,
São Pedro do Paraná (PR),São Pedro do Paraná,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,110.0,,,2.0,3.7188,0.669384,2.0,3.7188,0.669384,,0.0,0.0,,1684.0,,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,560.0,,,,1.0,,350.0,2069.566576,1184.903931,,,,,,,,610.0,2089.443947,1414.90533,,,,,0.0,0.0,,0.0,0.0,,,2.0
São Sebastião da Amoreira (PR),São Sebastião da Amoreira,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,10.0,,215.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1411.0,,3.0,,,,0.0,,0.0,0.0,,,,,,,3.0,,,,,,,200.0,4.0,,,,,,10.0,10.0,4.0,,,,4112.0,24314.45075,13920.92847,,,,,,,,15993.0,54781.10992,37096.03434,,,64.0,12364.0,28698.9035,47640.17981,,0.0,0.0,,,21.0
São Tomé (PR),São Tomé,PR,3.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,1.0,,,,,,66.0,122.7204,22.089672,66.0,122.7204,22.089672,,0.0,0.0,,7899.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,7.0,,30.0,,,25.0,12.0,,,,,,350.0,,4.0,,1.0,,3650.0,21582.62287,12356.85528,,,,,,,,4400.0,15071.39896,10205.87451,,,2.0,,0.0,0.0,,0.0,0.0,,,
Sapopema (PR),Sapopema,PR,,,,,0.0,0.0,,0.0,0.0,,,20.0,138.7378435,63.11878191,,0.0,0.0,,3.0,,,,,,150.0,278.91,50.2038,150.0,278.91,50.2038,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,56.0,,,,,,,4.0,,,,,,,8.0,,,,,,55.0,325.2176049,186.1991891,,,,,,,,3200.0,10961.01743,7422.454192,,,2.0,3400.0,7891.966347,13100.66414,,0.0,0.0,,,2.0
Sarandi (PR),Sarandi,PR,,,,,0.0,0.0,,0.0,0.0,,2.0,,0.0,0.0,,0.0,0.0,,5.0,,,,,,14.0,26.0316,4.685688,14.0,26.0316,4.685688,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,3.0,,,,,,,,3.0,,,,,,40.0,,,,,,3534.0,20896.70938,11964.14426,,,,,,,,6000.0,20551.90768,13917.10161,,,,1625.0,3771.89568,6261.346829,,0.0,0.0,,,30.0
Saudade do Iguaçu (PR),Saudade do Iguaçu,PR,,,,,0.0,0.0,,0.0,0.0,1.0,2.0,2.0,13.87378435,6.311878191,60.0,102.9468702,119.4183695,,,3.0,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,5.0,,,,1.0,,0.0,,0.0,0.0,,,,,,,240.0,,,,,,,3.0,2.0,,,,,,40.0,,,,3.0,,660.0,3902.611259,2234.39027,,,,,,,,3000.0,10275.95384,6958.550805,,,1.0,250.0,580.2916431,963.2841276,,0.0,0.0,,,6.0
Sengés (PR),Sengés,PR,3.0,,,,0.0,0.0,,0.0,0.0,,,3.0,20.81067653,9.467817286,1100.0,1887.359288,2189.336774,,8.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,18.0,,,,1.0,,0.0,390.0,1109.363999,855.3196435,,,,,,,1640.0,,,,,,,42.0,3.0,,,,,,49.0,,4.0,,3.0,,2350.0,13895.6613,7955.783535,,,,2.0,,,,15750.0,53948.75766,36532.39173,,7.0,2.0,2600.0,6035.033089,10018.15493,30.0,71.89017694,59.66884686,,,
Serranópolis do Iguaçu (PR),Serranópolis do Iguaçu,PR,,,,,0.0,0.0,,0.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,,2.0,3.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,5.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,2.0,,,,1.0,,,,,,3.0,3.0,,,1.0,,12980.0,76751.35475,43943.00863,4.0,,,,,,,11920.0,40829.78992,27648.64187,,3.0,,100.0,232.1166573,385.313651,,0.0,0.0,,,5.0
Sertaneja (PR),Sertaneja,PR,1.0,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,80.0,137.2624936,159.2244926,,16.0,,91.0,,,,3.0,5.5782,1.004076,3.0,5.5782,1.004076,,0.0,0.0,,179.0,,,,,,0.0,,0.0,0.0,,,,,,,16.0,,,,,,,9.0,1.0,,,,,,87.0,5.0,2.0,,,,33459.0,197844.6517,113273.4303,,,,,,,,30305.0,103804.2604,70292.96072,,10.0,5.0,2204.0,5115.851126,8492.312869,,0.0,0.0,,,13.0
Sertanópolis (PR),Sertanópolis,PR,,,,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,,,,,,35.0,65.079,11.71422,35.0,65.079,11.71422,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,30515.0,180436.6402,103306.6956,,,,,,,,31500.0,107897.5153,73064.78346,,,18.0,1000.0,2321.166573,3853.13651,,0.0,0.0,,,
Siqueira Campos (PR),Siqueira Campos,PR,3.0,,,,0.0,0.0,,0.0,0.0,5.0,1.0,5.0,34.68446088,15.77969548,300.0,514.7343511,597.0918473,,30.0,8.0,,,,,430.0,799.542,143.91756,430.0,799.542,143.91756,,0.0,0.0,,160.0,,,,5.0,,0.0,,0.0,0.0,,,,,,,523.0,,,,35.0,,,3.0,5.0,,,,,,70.0,10.0,4.0,,10.0,,2080.0,12299.13851,7041.714789,,,,,,,,3350.0,11474.81512,7770.381733,,1.0,27.0,2500.0,5802.916431,9632.841276,,0.0,0.0,,,1.0
Sulina (PR),Sulina,PR,,,,,0.0,0.0,,0.0,0.0,2.0,3.0,2.0,13.87378435,6.311878191,50.0,85.78905852,99.51530789,,10.0,3.0,1.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,30.0,,,,1.0,,0.0,,0.0,0.0,,,,5.0,,,2900.0,,,,,,,5.0,2.0,,,,,,200.0,,,,1.0,,200.0,1182.609472,677.0879605,,,,,,,,5200.0,17811.65332,12061.48806,,,2.0,1700.0,3945.983173,6550.332068,,0.0,0.0,,,3.0
Tamarana (PR),Tamarana,PR,,,,,0.0,0.0,,0.0,0.0,,,32.0,221.9805496,100.9900511,3700.0,6348.390331,7364.132784,,4.0,200.0,,,,,50.0,92.97,16.7346,50.0,92.97,16.7346,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,100.0,,,,,,,,,,,,,,50.0,,10.0,,,,7100.0,41982.63627,24036.6226,,,,,,,,16500.0,56517.74612,38272.02943,,,85.0,4300.0,9981.016262,16568.48699,,0.0,0.0,,,
